description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
Arginine and proline metabolism	hsa00330	10	844	50	8380	0.025262636228984767	0.16349215521776933	1.985781990521327	0	CKMT2, SMS, ALDH4A1, ALDH1B1, GOT1, GAMT, MAOB, ODC1, CKM, GOT2
Fatty acid metabolism	hsa01212	11	844	57	8380	0.024970821797739424	0.16349215521776933	1.9161054294504032	0	HADHB, HADHA, HSD17B8, CPT1B, ACAT1, ACADVL, ECHS1, HADH, CPT2, PTPLA, ACAA2
Mitophagy - animal	hsa04137	17	844	104	8380	0.03007040378788049	0.1910027499859816	1.6229948960991616	0	RELA, RPS27A, ARIH1, GABARAPL2, UBC, MITF, SQSTM1, SAMM50, RAB7A, UBB, MTX2, GABARAPL1, RHOT1, MFN2, CSNK2A1, OPA1, MAP1LC3B
AMPK signaling pathway	hsa04152	19	844	122	8380	0.0356373815546286	0.222247670422502	1.546305648356771	0	RHEB, PRKAB1, CAB39, PFKM, CPT1B, ALS2CR2, CD36, AKT1, PRKAG2, RAB2, EEF2, PPP2R1A, PRKAG1, PPP2R5E, PPP2R5C, PPARGC1A, PIK3R1, PPP2R2A, PPP2R3C
Adipocytokine signaling pathway	hsa04920	12	844	70	8380	0.04541709507895704	0.2781797073586119	1.7020988490182802	0	RELA, IKBKG, PRKAB1, JAK2, CPT1B, CD36, AKT1, PRKAG2, NFKB1, APPL1, PRKAG1, PPARGC1A
Arrhythmogenic right ventricular cardiomyopathy	hsa05412	14	844	86	8380	0.04752369976569865	0.2800967850619624	1.616334178331313	0	CTNNA1, SGCG, CAV3, DMD, SNTA1, CTNNA3, EMD, PKP2, RYR2, DSG2, DTNA, DAG1, ACTN2, SSPN
Lysine degradation	hsa00310	11	844	63	8380	0.04816731160471321	0.2800967850619624	1.7336191980741744	0	SMYD2, DLD, DLST, HADHA, ALDH1B1, SETDB2, ACAT1, DHTKD1, ECHS1, HADH, TMLHE
Folate biosynthesis	hsa00790	6	844	27	8380	0.04817991346546875	0.2800967850619624	2.2064244339125856	0	PCBD2, PCBD1, AKR1C3, MOCS2, QDPR, AKR1B1
Central carbon metabolism in cancer	hsa05230	12	844	71	8380	0.049868465502626136	0.2850813944566794	1.6781256257926707	0	IDH2, PFKM, SIRT3, LDHB, PGAM1, AKT1, PDHB, PDHA1, LDHA, HK1, MAPK1, PIK3R1
Autophagy - animal	hsa04140	24	844	169	8380	0.052175376936979614	0.2933795785144919	1.4100227151630722	0	CTSL1, RPS27A, RHEB, LAMP2, GABARAPL2, IGBP1, UBC, WIPI1, SQSTM1, RAB7A, UBB, ZFYVE1, RAB1A, GABARAPL1, AKT1, WDFY3, STX7, MTMR4, HMGB1, YKT6, MAPK1, RRAGD, MAP1LC3B, PIK3R1
Biosynthesis of cofactors	hsa01240	22	844	153	8380	0.05455167815944833	0.3017939614304964	1.4276863984140258	0	ADSL, AK3, PPCS, LIAS, DLD, UROD, PDXK, ALDH1B1, AK1, MAT2B, HMBS, DHRS3, MOCS2, FECH, COQ6, UMPS, SHMT2, ALAS1, COQ2, AK2, GGCX, MTHFD2
Thiamine metabolism	hsa00730	4	844	15	8380	0.056625456725114626	0.3082941532811796	2.647709320695103	0	AK1, ACP1, C1orf57, AK2
Platinum drug resistance	hsa01524	12	844	75	8380	0.07061470684433091	0.3726283761170077	1.5886255924170616	0	CYCS, GSTM3, ERCC1, GSTA4, MSH2, AKT1, GSTM1, GSTO2, MAPK1, GSTP1, GSTT1, PIK3R1
Aminoacyl-tRNA biosynthesis	hsa00970	8	844	44	8380	0.06971974778081613	0.3726283761170077	1.8052563550193883	0	PET112L, DARS2, FARS2, NARS2, CARS2, IARS, LARS2, RARS
Asthma	hsa05310	6	844	30	8380	0.07488272802330517	0.38916326836354054	1.9857819905213268	0	HLA-DRB1, FCER1G, HLA-DRA, HLA-DPB1, HLA-DRB3, HLA-DPA1
Shigellosis	hsa05131	32	844	248	8380	0.08449794864138375	0.43040578447299443	1.281149671304082	0	VDAC1, RELA, RPS27A, HIST1H3C, H3F3A, CYCS, IKBKG, UBC, WIPI1, CAST, SQSTM1, RBX1, UBB, CBX3, ARPC2, ARF6, ARPC1A, UBE2D1, AKT1, RAC1, UBE2N, NFKB1, MYL7, FBXW11, HK1, UBE2D3, MAPK1, RRAGD, UBE2D4, SKP1A, MAP1LC3B, PIK3R1
Pentose phosphate pathway	hsa00030	6	844	31	8380	0.08532826047861114	0.43040578447299443	1.9217245069561228	0	RBKS, PFKM, PGM1, ALDOA, TKTL1, GPI
Glycine, serine and threonine metabolism	hsa00260	7	844	39	8380	0.0916151225096303	0.4425913664901858	1.7821120427755501	0	DLD, GAMT, PGAM1, MAOB, SDSL, SHMT2, ALAS1
Longevity regulating pathway - multiple species	hsa04213	10	844	62	8380	0.08962731136975226	0.4425913664901858	1.6014370891301022	0	PRKAB1, AKT1, PRKAG2, CLPB, SOD2, HSPA8, SOD1, PRKAG1, CRYAB, PIK3R1
Ubiquinone and other terpenoid-quinone biosynthesis	hsa00130	3	844	11	8380	0.0909661922736335	0.4425913664901858	2.707884532529082	0	COQ6, COQ2, GGCX
Insulin signaling pathway	hsa04910	19	844	138	8380	0.09827778619585582	0.4617709680161445	1.3670238340545369	0	RHEB, PPP1R3A, SORBS1, PRKAR1A, PRKAB1, CALM2, PPP1CA, PHKB, AKT1, PRKAG2, PYGM, FLOT1, INPP5A, HK1, MAPK1, PRKAG1, PPARGC1A, PIK3R1, PPP1R3C
Dilated cardiomyopathy	hsa05414	15	844	104	8380	0.0975235581228886	0.4617709680161445	1.4320543200874956	0	TNNI3, SGCG, CAV3, DMD, SNTA1, EMD, TTN, MYBPC3, RYR2, TPM1, MYH7, DTNA, PLN, DAG1, SSPN
Phenylalanine, tyrosine and tryptophan biosynthesis	hsa00400	2	844	6	8380	0.11561850237137386	0.5287619508450832	3.3096366508688786	0	GOT1, GOT2
D-Amino acid metabolism	hsa00470	2	844	6	8380	0.11561850237137386	0.5287619508450832	3.3096366508688786	0	DDO, C14orf159
Insulin resistance	hsa04931	15	844	109	8380	0.13114288040787828	0.5733165530950248	1.3663637549458671	0	RELA, PPP1R3A, MLX, PRKAB1, PPP1CA, CPT1B, CD36, AKT1, PRKAG2, PYGM, NFKB1, PRKAG1, PPARGC1A, PIK3R1, PPP1R3C
Collecting duct acid secretion	hsa04966	5	844	27	8380	0.12908730353550607	0.5733165530950248	1.838687028260488	0	ATP6V1E1, ATP6V1A, ATP6V1B2, ATP6V0D1, ATP6V1G1
Butanoate metabolism	hsa00650	5	844	27	8380	0.12908730353550607	0.5733165530950248	1.838687028260488	0	HADHA, ACAT1, ECHS1, HADH, OXCT1
Tuberculosis	hsa05152	23	844	179	8380	0.1320466696632856	0.5733165530950248	1.275781725753925	0	RELA, HLA-DRB1, LAMP2, CAMK2D, CD74, CYCS, JAK2, CALM2, RAB7A, CAMK2B, ATP6V0D1, FCER1G, HLA-DRA, HLA-DPB1, AKT1, RFXANK, NFKB1, HLA-DRB3, PPP3CC, NFYC, MAPK1, HSPA9, HLA-DPA1
Fat digestion and absorption	hsa04975	7	844	43	8380	0.13638335932533488	0.5775245956616032	1.616334178331313	0	APOA1, PPAP2B, DGAT1, CD36, ACAT1, PPAP2A, GOT2
Adrenergic signaling in cardiomyocytes	hsa04261	20	844	153	8380	0.1348578256270284	0.5775245956616032	1.2978967258309324	0	TNNI3, CAMK2D, POPDC2, CALM2, CAMK2B, PPP1CA, ATP1B1, AKT1, RYR2, POPDC3, TPM1, MYH7, PPP2R1A, MAPK1, PPP2R5E, PPP2R5C, PLN, PPP2R2A, PPP2R3C, CREM
Leishmaniasis	hsa05140	11	844	76	8380	0.13890924107331754	0.581047191318877	1.4370790720878022	0	RELA, HLA-DRB1, JAK2, HLA-DRA, HLA-DPB1, CYBA, NFKB1, EEF1A2, HLA-DRB3, MAPK1, HLA-DPA1
Base excision repair	hsa03410	7	844	44	8380	0.14899539394186534	0.615727953277829	1.5795993106419648	0	MBD4, FEN1, POLE4, MPG, RFC4, HMGB1, TDG
Renal cell carcinoma	hsa05211	10	844	70	8380	0.16281210176389588	0.6359885808044956	1.4184157075152335	0	RBX1, TCEB2, AKT1, RAC1, FH, EGLN3, MAPK1, CUL2, TCEB1, PIK3R1
Allograft rejection	hsa05330	6	844	37	8380	0.16316908195567234	0.6359885808044956	1.610093505828103	0	HLA-DRB1, HLA-G, HLA-DRA, HLA-DPB1, HLA-DRB3, HLA-DPA1
Epstein-Barr virus infection	hsa05169	25	844	202	8380	0.1621579043651465	0.6359885808044956	1.2288254891839896	0	RELA, HLA-DRB1, HLA-G, CYCS, IKBKG, CD58, PSMC6, HLA-DRA, PSMD3, HLA-DPB1, AKT1, RAC1, SNW1, NFKB1, BLNK, HLA-DRB3, PSMD13, PSMD2, B2M, HLA-DPA1, IFNAR1, PSMD1, PIK3R1, PSMD12, PSMC2
Biosynthesis of nucleotide sugars	hsa01250	6	844	37	8380	0.16316908195567234	0.6359885808044956	1.610093505828103	0	UXS1, CMAS, PGM1, NANS, HK1, GPI
Alanine, aspartate and glutamate metabolism	hsa00250	6	844	37	8380	0.16316908195567234	0.6359885808044956	1.610093505828103	0	ADSL, ALDH4A1, DDO, GOT1, FAM80A, GOT2
Salmonella infection	hsa05132	30	844	248	8380	0.16571500517020862	0.6386544581278827	1.2010778168475769	0	RELA, TUBB2C, ARL8B, HSP90B1, CYCS, IKBKG, PODXL, HSP90AA1, RAB7A, GSDMDC1, ARPC2, ARF6, DCTN6, NCKAP1, ARPC1A, AKT1, TUBB1, RAC1, TUBA8, SNX9, NFKB1, FBXO22, RAB9A, MYL7, FYCO1, MAPK1, DCTN3, SKP1A, CSE1L, KPNA4
Viral life cycle - HIV-1	hsa03250	9	844	63	8380	0.17923793339044114	0.6830956794769035	1.4184157075152337	0	PIN1, SUPT4H1, XPO1, TNPO3, CHMP4A, APOBEC3B, RDBP, SERINC3, NUP153
Ribosome biogenesis in eukaryotes	hsa03008	12	844	89	8380	0.1816928124564041	0.6848421392587538	1.3387294318121303	0	NAT10, IMP4, RPP30, XPO1, CIRH1A, NXT1, CSNK2A1, REXO2, MPHOSPH10, RIOK2, MDN1, SBDS
Cytosolic DNA-sensing pathway	hsa04623	11	844	82	8380	0.1995834141865493	0.6985419496529226	1.3319269448618656	0	RELA, POLR3K, POLR3GL, IKBKG, POLR2K, GSDMDC1, POLR2E, NFKB1, POLR3C, POLR2L, PCBP1
Th17 cell differentiation	hsa04659	14	844	108	8380	0.19567683822798804	0.6985419496529226	1.2870809197823418	0	RELA, HLA-DRB1, IKBKG, JAK2, HSP90AA1, IL12RB1, HLA-DRA, HLA-DPB1, NFKB1, HLA-DRB3, PPP3CC, MAPK1, HLA-DPA1, SMAD2
Arginine biosynthesis	hsa00220	4	844	23	8380	0.19594179343660498	0.6985419496529226	1.726766948279415	0	GOT1, ACY1, GOT2, NAGS
Legionellosis	hsa05134	8	844	56	8380	0.19791915273005023	0.6985419496529226	1.4184157075152337	0	RELA, CYCS, HBS1L, RAB1A, SAR1A, NFKB1, EEF1A2, HSPA8
Sulfur relay system	hsa04122	2	844	8	8380	0.18897606492082675	0.6985419496529226	2.482227488151659	0	TST, MOCS2
Renin-angiotensin system	hsa04614	4	844	23	8380	0.19594179343660498	0.6985419496529226	1.726766948279415	0	PREP, ACE2, CTSA, LNPEP
Coronavirus disease - COVID-19	hsa05171	28	844	234	8380	0.19110238285953055	0.6985419496529226	1.1880746951837	0	RELA, RPS27A, RPLP2, RPL36AL, RPS12, RPL13A, IKBKG, RPS9, C15orf15, RPL8, RPS16, RPL28, RPL15, RPL3L, RPL37A, ACE2, RPL26, RPL19, RPS24, NFKB1, C1QA, RPL36A, RPL18, MAPK1, IFNAR1, RPS27L, RPS5, PIK3R1
Inflammatory bowel disease	hsa05321	9	844	65	8380	0.2036559601647221	0.7055959023888856	1.3747721472839958	0	RELA, HLA-DRB1, IL12RB1, HLA-DRA, HLA-DPB1, NFKB1, HLA-DRB3, HLA-DPA1, SMAD2
Th1 and Th2 cell differentiation	hsa04658	12	844	92	8380	0.2127281209222214	0.7234657801719124	1.295075211209561	0	RELA, HLA-DRB1, IKBKG, JAK2, IL12RB1, HLA-DRA, HLA-DPB1, NFKB1, HLA-DRB3, PPP3CC, MAPK1, HLA-DPA1
Oocyte meiosis	hsa04114	17	844	137	8380	0.2151414273397524	0.7234657801719124	1.232054519666517	0	ANAPC10, CAMK2D, YWHAQ, CALM2, RBX1, CAMK2B, PPP1CA, CPEB4, PPP2R1A, PPP3CC, MAD2L2, FBXW11, MAPK1, SKP1A, PPP2R5E, C10orf104, PPP2R5C
Phenylalanine metabolism	hsa00360	3	844	16	8380	0.2136888117517619	0.7234657801719124	1.861670616113744	0	GOT1, MAOB, GOT2
SNARE interactions in vesicular transport	hsa04130	5	844	33	8380	0.23448771434707938	0.773358519433156	1.50438029584949	0	VAMP3, VTI1B, STX7, VAMP4, YKT6
Nucleotide metabolism	hsa01232	11	844	85	8380	0.23365853953372312	0.773358519433156	1.2849177585726232	0	ADSL, RRM2B, AK3, ASMTL, CECR1, AK1, C1orf57, DUT, NT5C2, ADK, AK2
Sphingolipid signaling pathway	hsa04071	15	844	122	8380	0.24439029007574736	0.7911522614387783	1.2207676171237667	0	RELA, C14orf147, FCER1G, AKT1, LASS2, RAC1, ASAH1, NFKB1, PPP2R1A, MAPK1, PPP2R5E, PPP2R5C, PIK3R1, PPP2R2A, PPP2R3C
Pancreatic cancer	hsa05212	10	844	77	8380	0.2444960341472609	0.7911522614387783	1.2894688250138486	0	RELA, IKBKG, EGF, ARHGEF6, AKT1, RAC1, NFKB1, MAPK1, PIK3R1, SMAD2
RNA degradation	hsa03018	10	844	78	8380	0.25722705638207927	0.7916453968126285	1.272937173411107	0	LSM8, LSM4, EXOSC7, PFKM, CNOT8, PABPC4, LSM7, CNOT7, KIAA0372, HSPA9
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	hsa00563	4	844	26	8380	0.2631124642467628	0.7916453968126285	1.5275246080933287	0	PIGO, DPM2, PIGF, PIGS
Graft-versus-host disease	hsa05332	6	844	43	8380	0.26185654858310975	0.7916453968126285	1.3854292957125538	0	HLA-DRB1, HLA-G, HLA-DRA, HLA-DPB1, HLA-DRB3, HLA-DPA1
FoxO signaling pathway	hsa04068	16	844	133	8380	0.26280387648161097	0.7916453968126285	1.1944553326444072	0	GABARAPL2, CSNK1E, PRKAB1, EGF, FBXO32, CDKN2B, GABARAPL1, AKT1, PRKAG2, PRMT1, FBXO25, SOD2, MAPK1, PRKAG1, PIK3R1, C10orf10
Fructose and mannose metabolism	hsa00051	5	844	34	8380	0.2540296621656764	0.7916453968126285	1.4601338165597992	0	PFKM, ALDOA, HK1, AKR1B1, SORD
Cholesterol metabolism	hsa04979	7	844	51	8380	0.2503747535856331	0.7916453968126285	1.3627915621224793	0	VDAC1, APOA1, LRPAP1, CD36, VAPA, LPL, NPC2
Type I diabetes mellitus	hsa04940	6	844	43	8380	0.26185654858310975	0.7916453968126285	1.3854292957125538	0	HLA-DRB1, HLA-G, HLA-DRA, HLA-DPB1, HLA-DRB3, HLA-DPA1
Bacterial invasion of epithelial cells	hsa05100	10	844	78	8380	0.25722705638207927	0.7916453968126285	1.272937173411107	0	CTNNA1, CLTC, CAV3, CAV2, CTNNA3, ARPC2, ARPC1A, RAC1, MAD2L2, PIK3R1
Cobalamin transport and metabolism	hsa04980	3	844	18	8380	0.2697300023103827	0.798186785534273	1.6548183254344389	0	PRDX1, C2orf25, LMBRD1
Epithelial cell signaling in Helicobacter pylori infection	hsa05120	9	844	70	8380	0.2699407204722323	0.798186785534273	1.2765741367637102	0	RELA, ATP6V1E1, IKBKG, ATP6V1A, ATP6V1B2, ATP6V0D1, RAC1, NFKB1, ATP6V1G1
N-Glycan biosynthesis	hsa00510	7	844	53	8380	0.28259124195596413	0.8284512477854332	1.3113654654386122	0	DOLK, ALG2, TUSC3, DPM2, DAD1, RPN2, DDOST
Longevity regulating pathway	hsa04211	11	844	90	8380	0.2947775356465759	0.8496528968636599	1.213533438651922	0	RELA, RHEB, PRKAB1, AKT1, PRKAG2, NFKB1, APPL1, SOD2, PRKAG1, PPARGC1A, PIK3R1
Tyrosine metabolism	hsa00350	5	844	36	8380	0.2941810631723435	0.8496528968636599	1.3790152711953658	0	ADH5, FAHD1, GOT1, MAOB, GOT2
Rheumatoid arthritis	hsa05323	11	844	91	8380	0.3075154328726943	0.8645720776666732	1.2001979063590438	0	CTSL1, HLA-DRB1, ATP6V1E1, ATP6V1A, ATP6V1B2, ATP6V0D1, HLA-DRA, HLA-DPB1, HLA-DRB3, ATP6V1G1, HLA-DPA1
Endocytosis	hsa04144	28	844	250	8380	0.303203306470279	0.8645720776666732	1.1120379146919432	0	EHD1, WWP1, VPS28, VTA1, HLA-G, CHMP4A, CLTC, CAV3, NEDD4L, CAV2, PSD3, CCDC53, RAB7A, AP2M1, ARPC2, ARF6, ARPC1A, ARF4, VPS26B, SPG21, VPS26A, EPS15L1, SMAP1, SNX3, HSPA8, VPS29, CHMP2B, SMAD2
mTOR signaling pathway	hsa04150	18	844	156	8380	0.30624489224022095	0.8645720776666732	1.1456434560699964	0	RHEB, ATP6V1E1, C11orf59, TUSC4, EIF4B, ATP6V1A, ATP6V1B2, CAB39, CLIP1, ALS2CR2, AKT1, MAPKAP1, HBXIP, TBC1D7, ATP6V1G1, MAPK1, RRAGD, PIK3R1
Cellular senescence	hsa04218	18	844	157	8380	0.3160170029860395	0.8742606613671089	1.1383463639931175	0	VDAC1, RELA, NBN, RHEB, HLA-G, CALM2, SQSTM1, TRAF3IP2, PPP1CA, CDKN2B, AKT1, NFKB1, PPP3CC, FBXW11, MAPK1, SLC25A4, PIK3R1, SMAD2
Porphyrin metabolism	hsa00860	6	844	46	8380	0.31605924784117057	0.8742606613671089	1.295075211209561	0	UROD, HMBS, FXN, HMOX2, FECH, ALAS1
Toxoplasmosis	hsa05145	13	844	111	8380	0.3253018091141485	0.8785710277649837	1.1628453097647409	0	RELA, HLA-DRB1, CYCS, IKBKG, JAK2, HLA-DRA, HLA-DPB1, AKT1, NFKB1, HLA-DRB3, HSPA8, MAPK1, HLA-DPA1
Polycomb repressive complex	hsa03083	10	844	83	8380	0.32373472117988455	0.8785710277649837	1.196254211157426	0	PCGF5, RNF2, ASXL2, CBX3, UBE2D1, SUZ12, UBE2D3, UBE2D4, SKP1A, YY1
B cell receptor signaling pathway	hsa04662	10	844	83	8380	0.32373472117988455	0.8785710277649837	1.196254211157426	0	RELA, CD81, IKBKG, AKT1, RAC1, NFKB1, BLNK, PPP3CC, MAPK1, PIK3R1
Nicotinate and nicotinamide metabolism	hsa00760	5	844	38	8380	0.3352954739884326	0.898487090453378	1.3064355200798203	0	NNT, ITGB1BP3, SIRT3, NT5C2, SARM1
Valine, leucine and isoleucine biosynthesis	hsa00290	1	844	4	8380	0.34603779541917423	0.9200849909207501	2.482227488151659	0	SDSL
Antifolate resistance	hsa01523	4	844	30	8380	0.35760000556498983	0.936311464952607	1.3238546603475514	0	RELA, IKBKG, NFKB1, SHMT2
PPAR signaling pathway	hsa03320	9	844	76	8380	0.35629300246310697	0.936311464952607	1.1757919680718383	0	APOA1, SORBS1, UBC, FABP3, CPT1B, CD36, LPL, CPT2, DBI
Influenza A	hsa05164	19	844	172	8380	0.3703895428384665	0.9587808880052051	1.096798192439105	0	VDAC1, RELA, HLA-DRB1, XPO1, CYCS, IKBKG, JAK2, HLA-DRA, HLA-DPB1, AKT1, NFKB1, NXT1, HLA-DRB3, MAPK1, HLA-DPA1, SLC25A4, IFNAR1, NUP98, PIK3R1
Amino sugar and nucleotide sugar metabolism	hsa00520	6	844	49	8380	0.3717721810632428	0.9587808880052051	1.2157848921559145	0	UXS1, CMAS, PGM1, NANS, HK1, GPI
Non-homologous end-joining	hsa03450	2	844	13	8380	0.382218140113225	0.9711172004358235	1.5275246080933287	0	FEN1, XRCC6
beta-Alanine metabolism	hsa00410	4	844	31	8380	0.3814188077945357	0.9711172004358235	1.281149671304082	0	HIBCH, HADHA, ALDH1B1, ECHS1
Vibrio cholerae infection	hsa05110	6	844	50	8380	0.39046309174444244	0.9847708857966453	1.1914691943127962	0	ATP6V1E1, ATP6V1A, ATP6V1B2, ATP6V0D1, SEC61G, ATP6V1G1
Prostate cancer	hsa05215	11	844	98	8380	0.3995372929715617	0.9964683962194929	1.1144694844762548	0	RELA, PDGFC, HSP90B1, IKBKG, EGF, HSP90AA1, AKT1, NFKB1, MAPK1, GSTP1, PIK3R1
Autophagy - other	hsa04136	4	844	32	8380	0.4051364342176803	0.9964683962194929	1.2411137440758295	0	GABARAPL2, IGBP1, WIPI1, GABARAPL1
Ferroptosis	hsa04216	5	844	42	8380	0.41834241707174047	0.9964683962194929	1.182013089596028	0	SLC40A1, NCOA4, PCBP1, MAP1LC3B, C3F
Mismatch repair	hsa03430	3	844	23	8380	0.41274740606291266	0.9964683962194929	1.295075211209561	0	RFC4, MSH2, SSBP1
Various types of N-glycan biosynthesis	hsa00513	5	844	42	8380	0.41834241707174047	0.9964683962194929	1.182013089596028	0	ALG2, TUSC3, DAD1, RPN2, DDOST
Terpenoid backbone biosynthesis	hsa00900	3	844	23	8380	0.41274740606291266	0.9964683962194929	1.295075211209561	0	ACAT1, PDSS2, FNTA
Galactose metabolism	hsa00052	4	844	32	8380	0.4051364342176803	0.9964683962194929	1.2411137440758295	0	PFKM, PGM1, HK1, AKR1B1
Neomycin, kanamycin and gentamicin biosynthesis	hsa00524	1	844	5	8380	0.4119337004652843	0.9964683962194929	1.985781990521327	0	HK1
PD-L1 expression and PD-1 checkpoint pathway in cancer	hsa05235	10	844	90	8380	0.42139284500451146	0.9968120402520513	1.1032122169562928	0	RELA, IKBKG, JAK2, EGF, AKT1, NFKB1, PPP3CC, CSNK2A1, MAPK1, PIK3R1
Drug metabolism - other enzymes	hsa00983	9	844	81	8380	0.43060723660124545	0.9979613659069404	1.1032122169562928	0	RRM2B, GSTM3, GSTA4, GSTM1, GSTO2, DUT, UMPS, GSTP1, GSTT1
Drug metabolism - cytochrome P450	hsa00982	8	844	71	8380	0.42486804737584793	0.9979613659069404	1.118750417195114	0	ADH5, GSTM3, GSTA4, MAOB, GSTM1, GSTO2, GSTP1, GSTT1
Autoimmune thyroid disease	hsa05320	6	844	52	8380	0.42776669627990205	0.9979613659069404	1.1456434560699964	0	HLA-DRB1, HLA-G, HLA-DRA, HLA-DPB1, HLA-DRB3, HLA-DPA1
GnRH secretion	hsa04929	4	844	65	8380	0.9044186672377855	0.9999999999735353	0.6110098432373314	0	KCNN2, AKT1, MAPK1, PIK3R1
NF-kappa B signaling pathway	hsa04064	6	844	103	8380	0.9551862461579224	0.9999999999735353	0.578383104035338	0	RELA, IKBKG, UBE2I, NFKB1, BLNK, CSNK2A1
Fanconi anemia pathway	hsa03460	2	844	53	8380	0.9753299311236291	0.9999999999735353	0.37467584726817493	0	ERCC1, UBE2T
Parathyroid hormone synthesis, secretion and action	hsa04928	2	844	115	8380	0.9999356950740851	0.9999999999735353	0.17267669482794148	0	AKAP13, MAPK1
Apoptosis - multiple species	hsa04215	2	844	32	8380	0.8470866612473774	0.9999999999735353	0.6205568720379148	0	CYCS, HTRA2
Osteoclast differentiation	hsa04380	13	844	135	8380	0.6109619990703472	0.9999999999735353	0.9561172546954536	0	RELA, IKBKG, MITF, SQSTM1, AKT1, CYBA, RAC1, NFKB1, BLNK, PPP3CC, MAPK1, IFNAR1, PIK3R1
TNF signaling pathway	hsa04668	6	844	119	8380	0.9843733432827346	0.9999999999735353	0.5006173085347883	0	RELA, IKBKG, AKT1, NFKB1, MAPK1, PIK3R1
Protein digestion and absorption	hsa04974	4	844	103	8380	0.9943810096639573	0.9999999999735353	0.3855887360235587	0	COL4A6, ATP1B1, ACE2, COL21A1
Viral carcinogenesis	hsa05203	19	844	202	8380	0.6597148472522448	0.9999999999735353	0.933907371779832	0	RELA, HIST2H2BE, HLA-G, IKBKG, HIST1H2BD, YWHAQ, ATP6V0D1, CDKN2B, GTF2E1, RAC1, MRPS18B, SNW1, NFKB1, GTF2B, MAPK1, UBE3A, GTF2A2, DNAJA3, PIK3R1
African trypanosomiasis	hsa05143	1	844	36	8380	0.9782920017515179	0.9999999999735353	0.2758030542390732	0	APOA1
Sphingolipid metabolism	hsa00600	5	844	54	8380	0.6457203617018273	0.9999999999735353	0.919343514130244	0	PPAP2B, PSAP, LASS2, ASAH1, PPAP2A
Lipid and atherosclerosis	hsa05417	22	844	215	8380	0.5024603190911967	0.9999999999735353	1.0159814835225394	0	RELA, APOA1, HSP90B1, CAMK2D, CYCS, IKBKG, VLDLR, XBP1, JAK2, CALM2, HSP90AA1, CAMK2B, CD36, AKT1, CYBA, RAC1, NFKB1, PPP3CC, SOD2, HSPA8, MAPK1, PIK3R1
Ether lipid metabolism	hsa00565	4	844	50	8380	0.7556731787963034	0.9999999999735353	0.7943127962085309	0	PPAP2B, HRASLS3, PAFAH1B2, PPAP2A
Cortisol synthesis and secretion	hsa04927	1	844	65	8380	0.9990201534125498	0.9999999999735353	0.15275246080933286	0	KCNA4
Transcriptional misregulation in cancer	hsa05202	9	844	192	8380	0.9980325919552745	0.9999999999735353	0.46541765402843605	0	RELA, HIST1H3C, H3F3A, SS18, MITF, MLF1, ZBTB16, NFKB1, ETV6
Pancreatic secretion	hsa04972	4	844	102	8380	0.9939106491040081	0.9999999999735353	0.38936901774927984	0	ATP1B1, RAC1, RYR2, SLC4A2
Taste transduction	hsa04742	2	844	86	8380	0.9988912634663442	0.9999999999735353	0.230904882618759	0	GABRA4, HTR1A
MicroRNAs in cancer	hsa05206	6	844	218	8380	0.9999936877069239	0.9999999999735353	0.2732727509891734	0	VIL2, UBE2I, NFKB1, TPM1, MAPK1, PIK3R1
Long-term potentiation	hsa04720	6	844	67	8380	0.6796479101644601	0.9999999999735353	0.889156115158803	0	CAMK2D, CALM2, CAMK2B, PPP1CA, PPP3CC, MAPK1
TGF-beta signaling pathway	hsa04350	10	844	108	8380	0.6585139977995079	0.9999999999735353	0.919343514130244	0	BAMBI, INHBA, LTBP1, RBX1, BMPR1A, CDKN2B, PPP2R1A, MAPK1, SKP1A, SMAD2
Amoebiasis	hsa05146	6	844	102	8380	0.9522799980499848	0.9999999999735353	0.5840535266239196	0	RELA, PRDX1, RAB7A, COL4A6, NFKB1, PIK3R1
Cushing syndrome	hsa04934	8	844	155	8380	0.9909402584625604	0.9999999999735353	0.5124598685216328	0	CAMK2D, KCNA4, CAMK2B, CDKN2B, AIP, FH, MAPK1, ASH2L
Chemokine signaling pathway	hsa04062	10	844	191	8380	0.994763807171862	0.9999999999735353	0.51983821741396	0	RELA, IKBKG, JAK2, CX3CR1, AKT1, RAC1, GNB5, NFKB1, MAPK1, PIK3R1
Toll-like receptor signaling pathway	hsa04620	8	844	107	8380	0.8572378144237884	0.9999999999735353	0.7423484076715241	0	RELA, IKBKG, AKT1, RAC1, NFKB1, MAPK1, IFNAR1, PIK3R1
Rap1 signaling pathway	hsa04015	10	844	212	8380	0.9986641708748899	0.9999999999735353	0.4683448090852186	0	PDGFC, FGF1, CALM2, EGF, FGF18, AKT1, RAC1, KRIT1, MAPK1, PIK3R1
Retinol metabolism	hsa00830	4	844	68	8380	0.9219923026523597	0.9999999999735353	0.5840535266239198	0	ADH5, DGAT1, DHRS4, DHRS3
Endocrine resistance	hsa01522	3	844	97	8380	0.9977242242675121	0.9999999999735353	0.3070796892558753	0	AKT1, MAPK1, PIK3R1
