description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
Autophagy	R-HSA-9612973	30	1039	158	10985	0.00015611541484232845	0.0015558320320082052	2.0074682325995052	0	VDAC1, TUBB2C, RPS27A, RHEB, VPS28, LAMP2, GABARAPL2, C11orf59, CHMP4A, PRKAB1, UBC, WIPI1, HSP90AA1, SQSTM1, UBB, GABARAPL1, TUBB1, PRKAG2, TUBA8, MFN2, UBE2N, HBXIP, CSNK2A1, HSPA8, UBE2D3, RRAGD, PRKAG1, CHMP2B, MAP1LC3B, PARK7
Cell Cycle Checkpoints	R-HSA-69620	47	1039	290	10985	0.0001615014529007662	0.0016004155276155023	1.713501045434934	0	HIST2H2BE, PSME1, RPS27A, NBN, PSMB3, PSMB5, ANAPC10, PSMD10, XPO1, PSMA1, ORC3L, BRE, HIST1H2BD, UBC, YWHAQ, CLIP1, PSMA5, UBB, PSMC6, RFC4, MAPRE1, PSMD3, PSME2, UBE2D1, PSMA2, PSMB1, RAD17, NUP43, PSMA3, UBE2N, MCM3, PPP2R1A, HTATIP, PSMD13, PSMD2, WEE1, PSMA7, PPP2R5E, C10orf104, PPP2R5C, NUP98, PSMB6, PSMD1, MCM4, PSMD12, PSMC2, NSL1
Transcriptional Regulation by TP53	R-HSA-3700989	55	1039	356	10985	0.00017005988162640311	0.0016757586088354554	1.6334175038660768	0	GSR, RRM2B, PRDX1, PRDX2, TAF7, PRDX5, RPS27A, PIN1, SMYD2, NBN, POLR2G, RHEB, SUPT4H1, C11orf59, CYCS, PRKAB1, CDK5, COX7A1, UBC, POLR2K, YWHAQ, C40, COX6C, TCEB2, CNOT8, UBB, RFC4, TCEA1, RDBP, MYST3, MSH2, MNAT1, COX8A, AKT1, COX7B, PRKAG2, POLR2E, RAD17, MAPKAP1, PRMT1, CRADD, HBXIP, POLR2L, PPP2R1A, CNOT7, HTATIP, CSNK2A1, POLR2I, GPI, RRAGD, PRKAG1, COX5A, TCEB1, PPP2R5C, COX4I1
Complex IV assembly	R-HSA-9864848	13	1039	45	10985	0.0001846951580838428	0.0018098061859165378	3.054325740562507	0	SCO1, CCDC44, COX7A1, COX6C, COQ10A, C20orf24, COX8A, COX7B, C18orf55, COX5A, HIGD1A, COX4I1, C14orf112
Energy dependent regulation of mTOR by LKB1-AMPK	R-HSA-380972	10	1039	29	10985	0.00020552088945996445	0.0020026868895154314	3.6457469051807108	0	RHEB, C11orf59, PRKAB1, CAB39, ALS2CR2, PRKAG2, HBXIP, RRAGD, PRKAG1, PPM1A
Beta-catenin independent WNT signaling	R-HSA-3858494	28	1039	146	10985	0.00021458328948710263	0.002079442484863967	2.027634580141601	0	PSME1, RPS27A, PSMB3, PSMB5, PSMD10, PSMA1, CLTC, UBC, CALM2, AP2M1, PSMA5, UBB, PSMC6, PSMD3, PSME2, PSMA2, PSMB1, RAC1, PSMA3, GNB5, PSMD13, PSMD2, PSMA7, DAAM1, PSMB6, PSMD1, PSMD12, PSMC2
Disorders of transmembrane transporters	R-HSA-5619115	32	1039	176	10985	0.00022085972615287707	0.002128505272923881	1.9223029136407386	0	PSME1, APOA1, RPS27A, PSMB3, PSMB5, PSMD10, PSMA1, UBC, PSMA5, UBB, PSMC6, LMBRD1, PSMD3, PSME2, PSMA2, PSMB1, NUP153, DERL2, NUP43, PSMA3, SLC40A1, PSMD13, PSMD2, PSMA7, HK1, SLC20A2, NUP98, PSMB6, PSMD1, DERL1, PSMD12, PSMC2
Viral mRNA Translation	R-HSA-192823	20	1039	90	10985	0.00022540301855440963	0.0021501665105081572	2.3494813388942357	0	RPS27A, RPLP2, RPL36AL, RPS12, RPL13A, RPS9, RPL8, RPS16, RPL28, RPL15, RPL3L, RPL37A, RPL26, RPL19, RPS24, RPL36A, RPL18, RPL39L, RPS27L, RPS5
Cytosolic sensors of pathogen-associated DNA 	R-HSA-1834949	16	1039	64	10985	0.0002267849512223541	0.0021501665105081572	2.6431665062560157	0	RELA, POLR3K, RPS27A, POLR3GL, IKBKG, UBC, POLR2K, UBB, POLR2E, NKIRAS2, NFKB1, NKIRAS1, POLR3C, POLR2L, XRCC6, TRIM32
Dual incision in TC-NER	R-HSA-6782135	16	1039	64	10985	0.0002267849512223541	0.0021501665105081572	2.6431665062560157	0	RPS27A, POLR2G, POLE4, UBC, POLR2K, RBX1, ERCC1, UBB, RFC4, TCEA1, MNAT1, CUL4A, POLR2E, POLR2L, POLR2I, PPIE
Cell Cycle, Mitotic	R-HSA-69278	78	1039	559	10985	0.0002613408859474046	0.0024644726556545577	1.4752557244219622	0	HIST2H2BE, PSME1, TUBB2C, RPS27A, HIST1H3C, PSMB3, PSMB5, FEN1, ANAPC10, PSMD10, XPO1, H3F3A, PSMA1, CHMP4A, CSNK1E, ORC3L, POLE4, HIST1H2BD, UBC, JAK2, HSP90AA1, RBX1, CLIP1, CKS1B, EMD, PSMA5, UBB, PSMC6, RFC4, PPP1R12B, MAPRE1, HIST2H2AA, PSMD3, CDKN2B, PSME2, RAB1A, MNAT1, UBE2D1, AKT1, SET, PSMA2, KPNB1, TUBGCP2, TUBB1, H2AFV, PSMB1, NUP153, TUBA8, NUP43, RAB2, PSMA3, UBE2I, MCM3, C14orf94, PPP2R1A, CSNK2A1, PSMD13, PSMD2, WEE1, PSMA7, FBXW11, MAPK1, DCTN3, SKP1A, PPP2R5E, CHMP2B, C10orf104, PPP2R5C, NUP98, PSMB6, POLA1, PSMD1, MCM4, PSMD12, PSMC2, PPP2R2A, NSL1, CETN2
Downregulation of SMAD2/3:SMAD4 transcriptional activity	R-HSA-2173795	10	1039	30	10985	0.0002824017184738471	0.002648837509107635	3.524222008341354	0	RPS27A, NEDD4L, UBC, UBB, UBE2D1, SNW1, UBE2D3, MAPK1, SMAD2, PPM1A
MTOR signalling	R-HSA-165159	12	1039	41	10985	0.0002840279470768191	0.002649920314748621	3.094438836592408	0	RHEB, C11orf59, EIF4B, PRKAB1, CAB39, ALS2CR2, AKT1, PRKAG2, HBXIP, RRAGD, PRKAG1, PPM1A
M Phase	R-HSA-68886	61	1039	415	10985	0.0003105095696732077	0.002881660239189451	1.5540545241601633	0	HIST2H2BE, PSME1, TUBB2C, RPS27A, HIST1H3C, PSMB3, PSMB5, ANAPC10, PSMD10, XPO1, H3F3A, PSMA1, CHMP4A, CSNK1E, HIST1H2BD, UBC, HSP90AA1, CLIP1, EMD, PSMA5, UBB, PSMC6, MAPRE1, HIST2H2AA, PSMD3, PSME2, RAB1A, UBE2D1, SET, PSMA2, KPNB1, TUBGCP2, TUBB1, H2AFV, PSMB1, NUP153, TUBA8, NUP43, RAB2, PSMA3, UBE2I, C14orf94, PPP2R1A, CSNK2A1, PSMD13, PSMD2, PSMA7, MAPK1, DCTN3, PPP2R5E, CHMP2B, C10orf104, PPP2R5C, NUP98, PSMB6, PSMD1, PSMD12, PSMC2, PPP2R2A, NSL1, CETN2
Post-translational protein modification	R-HSA-597592	174	1039	1451	10985	0.00034177283405694624	0.0031551028996625458	1.26784554676374	0	VDAC1, UBE2H, COPS3, RELA, HIST2H2BE, COPS5, PSME1, APOA1, TUBB2C, RPS27A, ASB12, DOLK, PSMB3, PSMB5, ALG2, PSMD10, TUSC3, HSP90B1, PSMA1, NSMCE1, PIGO, RAB21, NFU1, NDUFAB1, DPM2, LTBP1, TFG, IKBKG, RNF2, BRE, LIAS, GPS1, PDIA6, HIST1H2BD, UBC, DAD1, MITF, KEAP1, DLST, TMED9, CALM2, RAB7L1, FBXO9, RPL8, SQSTM1, ASXL2, RBX1, MAT2B, RAB7A, TCEB2, NSMCE4A, PSMA5, UBB, PSMC6, FBXO21, CMAS, UBE2E3, CD55, LYPD1, NR2C1, HIST2H2AA, RWDD1, PSMD3, FBXO32, PIGF, ART4, USP10, PSME2, DCTN6, RAB1A, CUL4A, ARF4, LMO7, UCHL3, HNRPC, UBE2D1, PSMA2, RHOT1, PEX10, COPZ1, COMMD3, RPN2, TUBB1, USP25, TGOLN2, NGLY1, KIAA1623, USP47, PSMB1, LRRC49, ZC3H15, HRC, RUVBL1, COMMD10, COPG2, ASB11, NUP153, ASB8, NANS, TUBA8, DERL2, CALU, NUP43, UBE2R2, RAB2, PSMA3, TMED10, C1GALT1C1, UBE2N, ETFB, EEF2, UBE2I, ZBTB16, C18orf10, FBXO22, NEURL2, SNX3, CANX, DRG1, TRAPPC4, FEM1C, BTBD1, PSMD13, B3GNT8, RAB9A, COMMD7, SIAH2, RNF103, PSMD2, DLAT, UBE2T, SUZ12, PSMA7, YKT6, FBXW11, HSPA8, HK1, UBE2D3, CTSA, ANK1, CUL2, NEDD8, DCTN3, SKP1A, ST3GAL1, TDG, DDOST, ASB5, PIGS, PXMP3, TCEB1, YY1, FBXO6, FEM1A, COMMD1, NUP98, GGCX, PSMB6, ST8SIA5, RWDD3, PPARGC1A, PSMD1, SPTBN1, DERL1, TMED7, DAG1, PSMD12, PSMC2, SENP8, ASPH, CETN2, WDR32, SMAD2, PARK7
MAP3K8 (TPL2)-dependent MAPK1/3 activation	R-HSA-5684264	7	1039	16	10985	0.0003528743100106637	0.0032405316217733204	4.6255413859480266	0	RPS27A, IKBKG, UBC, UBB, NFKB1, FBXW11, SKP1A
Beta oxidation of hexanoyl-CoA to butanoyl-CoA	R-HSA-77350	4	1039	5	10985	0.00036805345879465274	0.003327658591370211	8.45813282001925	0	HADHB, HADHA, ECHS1, HADH
Beta oxidation of octanoyl-CoA to hexanoyl-CoA	R-HSA-77348	4	1039	5	10985	0.00036805345879465274	0.003327658591370211	8.45813282001925	0	HADHB, HADHA, ECHS1, HADH
Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA	R-HSA-77310	4	1039	5	10985	0.00036805345879465274	0.003327658591370211	8.45813282001925	0	HADHB, HADHA, ECHS1, HADH
Deubiquitination	R-HSA-5688426	44	1039	276	10985	0.00037395892961848953	0.003363712628465798	1.6854974822502127	0	VDAC1, HIST2H2BE, PSME1, RPS27A, PSMB3, PSMB5, PSMD10, PSMA1, IKBKG, BRE, HIST1H2BD, UBC, KEAP1, ASXL2, MAT2B, PSMA5, UBB, PSMC6, HIST2H2AA, PSMD3, USP10, PSME2, UCHL3, UBE2D1, PSMA2, RHOT1, USP25, USP47, PSMB1, RUVBL1, PSMA3, SNX3, PSMD13, SIAH2, PSMD2, PSMA7, NEDD8, YY1, PSMB6, PSMD1, PSMD12, PSMC2, SENP8, SMAD2
Tat-mediated HIV elongation arrest and recovery	R-HSA-167243	10	1039	31	10985	0.00038191519683230044	0.0034004023108825123	3.4105374274271165	0	POLR2G, SUPT4H1, POLR2K, TCEB2, TCEA1, RDBP, POLR2E, POLR2L, POLR2I, TCEB1
Pausing and recovery of Tat-mediated HIV elongation	R-HSA-167238	10	1039	31	10985	0.00038191519683230044	0.0034004023108825123	3.4105374274271165	0	POLR2G, SUPT4H1, POLR2K, TCEB2, TCEA1, RDBP, POLR2E, POLR2L, POLR2I, TCEB1
Selenocysteine synthesis	R-HSA-2408557	20	1039	94	10985	0.00041489141076435967	0.003656882082817522	2.2495034095795874	0	RPS27A, RPLP2, RPL36AL, RPS12, RPL13A, RPS9, RPL8, RPS16, RPL28, RPL15, RPL3L, RPL37A, RPL26, RPL19, RPS24, RPL36A, RPL18, RPL39L, RPS27L, RPS5
Downregulation of TGF-beta receptor signaling	R-HSA-2173788	9	1039	26	10985	0.0004140022874877177	0.003656882082817522	3.659769008662175	0	RPS27A, BAMBI, XPO1, NEDD4L, UBC, PPP1CA, UBB, MTMR4, SMAD2
mRNA Splicing - Major Pathway	R-HSA-72163	35	1039	206	10985	0.00044074730096204116	0.003865353829437101	1.7963267518244768	0	POLR2G, BUD31, LSM8, ZMAT2, HTATSF1, CCDC55, LSM4, POLR2K, SNRPC, SNRPA, PQBP1, GPKOW, EIF4A3, HNRPA2B1, LSM7, HNRPC, SFRS3, POLR2E, RNPS1, CTNNBL1, SNW1, RBM39, PPIL1, POLR2L, RNF113A, POLR2I, NCBP2, HSPA8, DDX46, PPIE, SAP18, SF3B5, PCBP1, PRPF38A, PPP1R8
mRNA Splicing	R-HSA-72172	36	1039	214	10985	0.00044640351870793555	0.0038954814518095474	1.7785793313124587	0	POLR2G, BUD31, LSM8, ZMAT2, HTATSF1, CCDC55, LSM4, POLR2K, SNRPC, SNRPA, PQBP1, GPKOW, EIF4A3, C16orf33, HNRPA2B1, LSM7, HNRPC, SFRS3, POLR2E, RNPS1, CTNNBL1, SNW1, RBM39, PPIL1, POLR2L, RNF113A, POLR2I, NCBP2, HSPA8, DDX46, PPIE, SAP18, SF3B5, PCBP1, PRPF38A, PPP1R8
HIV Transcription Elongation	R-HSA-167169	12	1039	43	10985	0.0004618905731889823	0.003971353261634681	2.950511448843924	0	POLR2G, SUPT4H1, POLR2K, TCEB2, TCEA1, RDBP, MNAT1, POLR2E, POLR2L, POLR2I, NCBP2, TCEB1
Formation of HIV-1 elongation complex containing HIV-1 Tat	R-HSA-167200	12	1039	43	10985	0.0004618905731889823	0.003971353261634681	2.950511448843924	0	POLR2G, SUPT4H1, POLR2K, TCEB2, TCEA1, RDBP, MNAT1, POLR2E, POLR2L, POLR2I, NCBP2, TCEB1
Tat-mediated elongation of the HIV-1 transcript	R-HSA-167246	12	1039	43	10985	0.0004618905731889823	0.003971353261634681	2.950511448843924	0	POLR2G, SUPT4H1, POLR2K, TCEB2, TCEA1, RDBP, MNAT1, POLR2E, POLR2L, POLR2I, NCBP2, TCEB1
Response of EIF2AK4 (GCN2) to amino acid deficiency	R-HSA-9633012	21	1039	102	10985	0.00048067105990577333	0.004112668483291349	2.1767253580931887	0	RPS27A, RPLP2, RPL36AL, RPS12, RPL13A, RPS9, RPL8, RPS16, RPL28, RPL15, RPL3L, RPL37A, RPL26, EIF2S2, RPL19, RPS24, RPL36A, RPL18, RPL39L, RPS27L, RPS5
Major pathway of rRNA processing in the nucleolus and cytosol	R-HSA-6791226	32	1039	184	10985	0.0005022862086690145	0.004276747621385687	1.8387245260911413	0	RPS27A, IMP4, EBNA1BP2, RPP30, RPP14, RPLP2, WDR12, RPL36AL, RPS12, CSNK1E, RPL13A, RPS9, EXOSC7, RPL8, RPS16, RPL28, RPL15, RPL3L, RPL37A, CIRH1A, RPL26, RPL19, RPS24, RPL36A, C6orf153, RPL18, MPHOSPH10, RPL39L, RIOK2, UTP11L, RPS27L, RPS5
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	R-HSA-389958	10	1039	32	10985	0.0005089663755380335	0.004312690930887492	3.303958132820019	0	TUBB2C, CCT5, PFDN1, PFDN2, CCT4, CCT7, VBP1, TUBB1, TUBA8, TCP1
Selective autophagy	R-HSA-9663891	19	1039	89	10985	0.0005482702438435455	0.004623394267796052	2.2570860053422153	0	VDAC1, TUBB2C, RPS27A, PRKAB1, UBC, HSP90AA1, SQSTM1, UBB, TUBB1, PRKAG2, TUBA8, MFN2, UBE2N, CSNK2A1, HSPA8, UBE2D3, PRKAG1, MAP1LC3B, PARK7
DNA Damage Recognition in GG-NER	R-HSA-5696394	11	1039	38	10985	0.0005622958895162	0.004718980814408684	3.0605085861911756	0	COPS3, COPS5, RPS27A, GPS1, UBC, RBX1, UBB, CUL4A, RUVBL1, YY1, CETN2
Glycogen metabolism	R-HSA-8982491	9	1039	27	10985	0.0005694134956458647	0.004755958435061175	3.524222008341354	0	RPS27A, UBC, CALM2, UBB, PHKB, PGM1, NHLRC1, PYGM, PPP1R3C
Cell Cycle	R-HSA-1640170	91	1039	691	10985	0.0006072049561243814	0.005047571057071871	1.3923482030060632	0	HIST2H2BE, PSME1, TUBB2C, RPS27A, NBN, POLR2G, HIST1H3C, PSMB3, PSMB5, FEN1, ANAPC10, PSMD10, XPO1, H3F3A, PSMA1, CHMP4A, CSNK1E, ORC3L, POLE4, BRE, HIST1H2BD, UBC, JAK2, POLR2K, YWHAQ, HSP90AA1, RBX1, CLIP1, CKS1B, EMD, PSMA5, UBB, PSMC6, RFC4, PPP1R12B, MAPRE1, HIST2H2AA, PSMD3, CDKN2B, PSME2, RAB1A, MNAT1, UBE2D1, AKT1, SET, PSMA2, KPNB1, TUBGCP2, TUBB1, H2AFV, POLR2E, PSMB1, RUVBL1, RAD17, NUP153, TUBA8, NUP43, RAB2, PSMA3, UBE2N, UBE2I, MCM3, C14orf94, POLR2L, PPP2R1A, HTATIP, CSNK2A1, PSMD13, POLR2I, PSMD2, WEE1, PSMA7, FBXW11, MAPK1, DCTN3, OBFC1, SKP1A, PPP2R5E, CHMP2B, C10orf104, PPP2R5C, NUP98, PSMB6, POLA1, PSMD1, MCM4, PSMD12, PSMC2, PPP2R2A, NSL1, CETN2
Axon guidance	R-HSA-422475	75	1039	548	10985	0.0006103842962510021	0.005050066300114423	1.4469889632788404	0	PSME1, TUBB2C, RPS27A, VIL2, PSMB3, PSMB5, RPLP2, PSMD10, MYL6, RPL36AL, RPS12, PSMA1, CLTC, RPL13A, VLDLR, CDK5, PSEN1, RPS9, UBC, PSENEN, HSP90AA1, RPL8, RBX1, TCEB2, RPS16, RPL28, AP2M1, RPL15, PSMA5, UBB, EIF4A3, RPL3L, PSMC6, RPL37A, PSMD3, ARPC2, PSME2, ARPC1A, PSMA2, TUBB1, RPL26, PSMB1, RNPS1, SCN4A, RPL19, RAC1, TUBA8, PSMA3, RPS24, RPL36A, RPL18, CSNK2A1, PSMD13, SIAH2, PSMD2, NCBP2, PSMA7, HSPA8, GSPT1, MAPK1, RPL39L, NCAM1, ALCAM, ANK1, CUL2, TCEB1, PSMB6, PSMD1, SPTBN1, RPS27L, RPS5, DAG1, PIK3R1, PSMD12, PSMC2
rRNA processing in the nucleus and cytosol	R-HSA-8868773	33	1039	194	10985	0.0006208710260140109	0.005065152463388721	1.7984431898236806	0	NAT10, RPS27A, IMP4, EBNA1BP2, RPP30, RPP14, RPLP2, WDR12, RPL36AL, RPS12, CSNK1E, RPL13A, RPS9, EXOSC7, RPL8, RPS16, RPL28, RPL15, RPL3L, RPL37A, CIRH1A, RPL26, RPL19, RPS24, RPL36A, C6orf153, RPL18, MPHOSPH10, RPL39L, RIOK2, UTP11L, RPS27L, RPS5
Peroxisomal protein import	R-HSA-9033241	15	1039	63	10985	0.000619394006298475	0.005065152463388721	2.5173014345295384	0	RPS27A, ACOT8, UBC, DDO, UBB, DHRS4, PEX1, UBE2D1, PHYH, PEX10, ACOT2, GNPAT, ECH1, UBE2D3, PXMP3
Gap-filling DNA repair synthesis and ligation in TC-NER	R-HSA-6782210	15	1039	63	10985	0.000619394006298475	0.005065152463388721	2.5173014345295384	0	RPS27A, POLR2G, POLE4, UBC, POLR2K, RBX1, UBB, RFC4, TCEA1, MNAT1, CUL4A, POLR2E, POLR2L, POLR2I, PPIE
Transcription of the HIV genome	R-HSA-167172	16	1039	70	10985	0.0006702481976300726	0.005392730911207098	2.416609377148357	0	TAF7, POLR2G, SUPT4H1, POLR2K, TCEB2, TCEA1, RDBP, MNAT1, GTF2E1, POLR2E, POLR2L, GTF2B, POLR2I, NCBP2, GTF2A2, TCEB1
HIV elongation arrest and recovery	R-HSA-167287	10	1039	33	10985	0.0006691265409849516	0.005392730911207098	3.203838189401231	0	POLR2G, SUPT4H1, POLR2K, TCEB2, TCEA1, RDBP, POLR2E, POLR2L, POLR2I, TCEB1
Pausing and recovery of HIV elongation	R-HSA-167290	10	1039	33	10985	0.0006691265409849516	0.005392730911207098	3.203838189401231	0	POLR2G, SUPT4H1, POLR2K, TCEB2, TCEA1, RDBP, POLR2E, POLR2L, POLR2I, TCEB1
NF-kB is activated and signals survival	R-HSA-209560	6	1039	13	10985	0.0006753612357961902	0.0054090575688882075	4.879692011549566	0	RELA, RPS27A, UBC, SQSTM1, UBB, NFKB1
Myoclonic epilepsy of Lafora	R-HSA-3785653	5	1039	9	10985	0.0006826732631504276	0.0054181398351395935	5.8737033472355895	0	RPS27A, UBC, UBB, NHLRC1, PPP1R3C
Malate-aspartate shuttle	R-HSA-9856872	5	1039	9	10985	0.0006826732631504276	0.0054181398351395935	5.8737033472355895	0	MDH2, GOT1, SLC25A12, MDH1, GOT2
Formation of HIV elongation complex in the absence of HIV Tat	R-HSA-167152	12	1039	45	10985	0.000725442756571142	0.005731651328944968	2.819377606673083	0	POLR2G, SUPT4H1, POLR2K, TCEB2, TCEA1, RDBP, MNAT1, POLR2E, POLR2L, POLR2I, NCBP2, TCEB1
Diseases of signal transduction by growth factor receptors and second messengers	R-HSA-5663202	65	1039	464	10985	0.0007559102549875151	0.005919047264500453	1.481084680229664	0	PSME1, RPS27A, POLR2G, PSMB3, PSMB5, PSMD10, PSMA1, CLTC, FGF1, CAMK2D, GOLGA4, PRKAR1A, TFG, PSEN1, UBC, JAK2, POLR2K, PSENEN, CALM2, PEBP1, EGF, HSP90AA1, SQSTM1, RBX1, CLIP1, CAMK2B, PSMA5, UBB, PSMC6, PSMD3, PSME2, FXR1, LMO7, FGF18, AKT1, PSMA2, POLR2E, PSMB1, RAC1, SNW1, DERL2, PSMA3, MAPKAP1, ETV6, POLR2L, PPP2R1A, PSMD13, QKI, POLR2I, PSMD2, NCBP2, PSMA7, MAPK1, SKP1A, PPP2R5E, DKK4, PPP2R5C, PSMB6, PSMD1, SPTBN1, PIK3R1, TRIP11, PSMD12, PSMC2, SMAD2
rRNA processing	R-HSA-72312	34	1039	204	10985	0.0007536558354198796	0.005919047264500453	1.7621110041706767	0	NAT10, RPS27A, IMP4, EBNA1BP2, RPP30, RPP14, RPLP2, WDR12, RPL36AL, RPS12, CSNK1E, RPL13A, RPS9, EXOSC7, RPL8, RPS16, RPL28, RPL15, RPL3L, RPL37A, CIRH1A, RPL26, RPL19, RPS24, RPL36A, C6orf153, RPL18, MPHOSPH10, RPL39L, RIOK2, UTP11L, HSD17B10, RPS27L, RPS5
Prefoldin mediated transfer of substrate  to CCT/TriC	R-HSA-389957	9	1039	28	10985	0.0007695023843887214	0.005998698587634743	3.3983569366148765	0	TUBB2C, CCT5, PFDN1, PFDN2, CCT4, CCT7, VBP1, TUBB1, TCP1
Beta oxidation of palmitoyl-CoA to myristoyl-CoA	R-HSA-77305	3	1039	3	10985	0.0008439371179012548	0.006492393442100004	10.572666025024061	0	HADHB, HADHA, ACADVL
Abortive elongation of HIV-1 transcript in the absence of Tat	R-HSA-167242	8	1039	23	10985	0.0008378295058211724	0.006492393442100004	3.6774490521822827	0	POLR2G, SUPT4H1, POLR2K, RDBP, POLR2E, POLR2L, POLR2I, NCBP2
OADH complex synthesizes glutaryl-CoA from 2-OA	R-HSA-9858328	3	1039	3	10985	0.0008439371179012548	0.006492393442100004	10.572666025024061	0	DLD, DLST, DHTKD1
Formation of the ternary complex, and subsequently, the 43S complex	R-HSA-72695	13	1039	52	10985	0.00086086225873505	0.006593678610573265	2.6431665062560152	0	RPS27A, RPS12, EIF3S1, RPS9, EIF3S3, RPS16, EIF1AX, EIF3S6, EIF2S2, RPS24, EIF3S12, RPS27L, RPS5
RAF/MAP kinase cascade	R-HSA-5673001	43	1039	280	10985	0.0009556669963957558	0.007287999615991981	1.6236594252715524	0	PSME1, RPS27A, PSMB3, PSMB5, PPP5C, PSMD10, PSMA1, PDE6D, FGF1, CAMK2D, UBC, JAK2, CALM2, PEBP1, EGF, RBX1, CAMK2B, PSMA5, UBB, PSMC6, IL17RD, PSMD3, PSME2, FGF18, PSMA2, PSMB1, FNTA, PSMA3, PPP2R1A, PSMD13, PSMD2, PSMA7, MAPK1, NCAM1, PPP2R5E, PPP2R5C, PSMB6, PSMD1, SPTBN1, PIK3R1, PSMD12, PSMC2, ACTN2
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA	R-HSA-77346	4	1039	6	10985	0.0010211801240610984	0.007720473868979167	7.048444016682708	0	HADHB, HADHA, ECHS1, HADH
PDH complex synthesizes acetyl-CoA from PYR	R-HSA-9861559	4	1039	6	10985	0.0010211801240610984	0.007720473868979167	7.048444016682708	0	DLD, PDHB, PDHA1, DLAT
DNA Repair	R-HSA-73894	49	1039	332	10985	0.0010750095927638253	0.008092561483724246	1.5604236000788525	0	COPS3, HIST2H2BE, COPS5, MBD4, RPS27A, NBN, POLR2G, TTRAP, FEN1, PPP5C, POLE4, BRE, GPS1, HIST1H2BD, UBC, ASCC1, POLR2K, MPG, RBX1, ERCC1, UBB, RFC4, TCEA1, HIST2H2AA, USP10, MSH2, MNAT1, CUL4A, H2AFV, POLR2E, RUVBL1, RAD17, UBE2N, UBE2I, APBB1, POLR2L, HTATIP, POLR2I, XRCC6, MAD2L2, UBE2T, BPHL, DCLRE1A, PPIE, TDG, ALKBH3, RCHY1, YY1, CETN2
Glycogen synthesis	R-HSA-3322077	6	1039	14	10985	0.0010877946811902138	0.008153811413707843	4.531142582153169	0	RPS27A, UBC, UBB, PGM1, NHLRC1, PPP1R3C
Complex III assembly	R-HSA-9865881	8	1039	24	10985	0.0011536842366717125	0.008610902770732697	3.524222008341354	0	TTC19, CYC1, FXN, UQCRFS1, UQCRQ, HSPA9, UQCR, UQCRC2
Signaling by FGFR2 IIIa TM	R-HSA-8851708	7	1039	19	10985	0.0012060790597965814	0.008926002830730818	3.895192746061496	0	POLR2G, FGF1, POLR2K, POLR2E, POLR2L, POLR2I, NCBP2
Glyoxylate metabolism and glycine degradation	R-HSA-389661	7	1039	19	10985	0.0012060790597965814	0.008926002830730818	3.895192746061496	0	ALDH4A1, DLD, DDO, DLST, MRPS36, PXMP2, GOT2
Protein lipoylation	R-HSA-9857492	5	1039	10	10985	0.0012592363706491817	0.009280254597137248	5.2863330125120305	0	NFU1, NDUFAB1, LIAS, DLST, DLAT
RNA Polymerase II Pre-transcription Events	R-HSA-674695	17	1039	81	10985	0.0012864968390035737	0.009441487261976017	2.218954597844556	0	TAF7, POLR2G, SUPT4H1, IWS1, POLR2K, TCEB2, TCEA1, RDBP, MNAT1, GTF2E1, POLR2E, POLR2L, GTF2B, POLR2I, NCBP2, GTF2A2, TCEB1
Synthesis of active ubiquitin: roles of E1 and E2 enzymes	R-HSA-8866652	9	1039	30	10985	0.0013408193450921543	0.00979915471371516	3.1717998075072185	0	UBE2H, RPS27A, UBC, UBB, UBE2E3, UCHL3, UBE2D1, UBE2R2, UBE2T
Nervous system development	R-HSA-9675108	76	1039	573	10985	0.001387851087969758	0.010100791735680313	1.4023082336855648	0	PSME1, TUBB2C, RPS27A, VIL2, PSMB3, PSMB5, RPLP2, PSMD10, MYL6, RPL36AL, RPS12, PSMA1, CLTC, RPL13A, VLDLR, CDK5, PSEN1, RPS9, PMP22, UBC, PSENEN, HSP90AA1, RPL8, RBX1, TCEB2, RPS16, RPL28, AP2M1, RPL15, PSMA5, UBB, EIF4A3, RPL3L, PSMC6, RPL37A, PSMD3, ARPC2, PSME2, ARPC1A, PSMA2, TUBB1, RPL26, PSMB1, RNPS1, SCN4A, RPL19, RAC1, TUBA8, PSMA3, RPS24, RPL36A, RPL18, CSNK2A1, PSMD13, SIAH2, PSMD2, NCBP2, PSMA7, HSPA8, GSPT1, MAPK1, RPL39L, NCAM1, ALCAM, ANK1, CUL2, TCEB1, PSMB6, PSMD1, SPTBN1, RPS27L, RPS5, DAG1, PIK3R1, PSMD12, PSMC2
Striated Muscle Contraction	R-HSA-390522	10	1039	36	10985	0.0014143836544719891	0.010251359214644087	2.9368516736177948	0	TNNI3, ACTA1, DMD, TCAP, TNNC2, TTN, MYBPC3, TPM1, TMOD1, ACTN2
